id	glob_dice	glob_jacc	dice	jc	hd95	asd	Prec	Reca
image_002.nii.gz	0.8951233050511458	0.8101567434116094	0.8959164305242656	0.8120722107721602	1.0	0.20745910543819723	1.0	1.0
image_003.nii.gz	0.8523263188238686	0.7426556283406341	0.8638857107549001	0.7618488790476723	1.0	0.2683643837951932	0.9090909090909091	0.9090909090909091
image_005.nii.gz	0.9045987750441191	0.8258150113722517	0.9037326059451393	0.8250969925424467	1.0	0.24361781790818657	1.0	1.0
image_006.nii.gz	0.9088264299802762	0.8328889692259026	0.9200327724074874	0.8524367459466053	1.0	0.16194657031329654	0.9	0.8181818181818182
image_007.nii.gz	0.897980397980398	0.8148497507074518	0.8945449334995141	0.8099053080429442	1.0	0.17464702971648655	0.8181818181818182	0.9
image_008.nii.gz	0.8945970807227034	0.8092950227665253	0.8971853397928623	0.814771798443472	1.0376557783975542	0.21303986889304083	1.0	1.0
image_009.nii.gz	0.8973998384249424	0.8138941655359566	0.9058186563408942	0.828217146216167	1.0	0.16922483794780505	0.9090909090909091	0.9090909090909091
image_010.nii.gz	0.9275130254843755	0.8648245130466741	0.9266337463121448	0.8636336514750584	1.0	0.14396804609195457	1.0	1.0
image_011.nii.gz	0.9058956740239797	0.8279792452295217	0.9059421017069067	0.8288791763218509	1.0	0.16706666554039887	1.0	1.0
image_012.nii.gz	0.8710278091516835	0.7715228206792126	0.8711690083426723	0.7720199166304671	1.0	0.23063163647569823	0.8181818181818182	0.9
image_013.nii.gz	0.9037352053659375	0.8243767471047978	0.9091455549614105	0.8338906480620351	1.0	0.1814117736089014	0.8181818181818182	0.9
image_014.nii.gz	0.9211418409499287	0.8538118131868132	0.9211265305190025	0.8542148029782713	1.0	0.16407430495094505	1.0	1.0
image_015.nii.gz	0.878691503861881	0.7836304700162074	0.8823788572804799	0.7906789786594935	1.0	0.21695160458665547	1.0	1.0
image_016.nii.gz	0.8740552298787008	0.7762860604472969	0.8797852746486671	0.7857521682070885	1.0	0.25453309678184927	0.9090909090909091	0.9090909090909091
image_017.nii.gz	0.9115884726694656	0.8375402591566175	0.913227585891126	0.8415429955030429	1.0	0.16474771350227377	1.0	1.0
image_018.nii.gz	0.8779227992224382	0.7824085531851706	0.8845463374931694	0.7936408147740689	1.0	0.25756364062808834	0.9	0.8181818181818182
image_020.nii.gz	0.884321984169416	0.7926318988288646	0.8857856635904302	0.7960920349681212	1.0	0.21627284326105056	1.0	1.0
image_021.nii.gz	0.8808754041283263	0.7871111111111111	0.891132367792229	0.8042341227277789	1.0	0.20889137151152926	0.9090909090909091	0.9090909090909091
image_022.nii.gz	0.841581434894596	0.726491667386236	0.8550148710085037	0.7476115296679127	1.0	0.30136712352533745	0.8181818181818182	0.8181818181818182
image_023.nii.gz	0.889934148635936	0.8016949152542373	0.907938008617642	0.8321655962475971	1.0	0.15440558021002432	0.7777777777777778	0.7777777777777778
image_026.nii.gz	0.9044569251486189	0.8255786065475477	0.9173423496662293	0.847512733346258	1.0	0.13748575021380158	0.9	0.9
image_027.nii.gz	0.9053426032643046	0.8270556668817716	0.9063740953197438	0.8303637131232301	1.0	0.2117262769585697	0.9	0.8181818181818182
image_028.nii.gz	0.8828294276475882	0.7902369159157367	0.9004981730640431	0.8220427547127186	1.0	0.20274786497060962	0.8888888888888888	0.8
image_029.nii.gz	0.9009952714559362	0.8198283847691482	0.8949429972973633	0.810722670115648	1.0	0.2359763046802976	0.8181818181818182	0.9
image_030.nii.gz	0.9110256969737659	0.8365906288532676	0.9172019909836531	0.8473228064266458	1.0	0.15709859429948836	0.9	0.8181818181818182
image_031.nii.gz	0.8970163618864293	0.8132635253054101	0.9218920723744838	0.8557844737984422	1.0	0.16858310536922094	0.9	0.8181818181818182
image_034.nii.gz	0.9017447683306099	0.82107031437485	0.9024705582508151	0.8228319968087342	1.0	0.19554777287321665	1.0	1.0
image_035.nii.gz	0.8825472723321017	0.7897848834947679	0.8872794073769542	0.7994170661182108	1.0	0.21678409732716544	0.7	0.7777777777777778
image_036.nii.gz	0.8315870383106113	0.7117235648500796	0.8982004005321008	0.8165824486313421	1.0	0.23270980346522618	0.9166666666666666	1.0
image_037.nii.gz	0.920347480335379	0.8524478603738842	0.9237240690074885	0.858653138331834	1.0	0.15805487248558478	0.9	0.8181818181818182
image_038.nii.gz	0.8661330939736206	0.7638754507872284	0.866267339946163	0.7650363518512946	1.0	0.24464427939713207	0.8181818181818182	0.9
image_039.nii.gz	0.8840223169178052	0.7921505334015667	0.8807720985402088	0.7886464383222344	1.0	0.22976245465303846	1.0	1.0
image_040.nii.gz	0.9221265033081919	0.8555053131358806	0.9213987812441649	0.8549100673622422	1.0	0.17153972400038986	1.0	1.0
image_042.nii.gz	0.9182656906484169	0.8488828381516778	0.9184362884940299	0.8493936807535253	1.0	0.17063036800114995	1.0	1.0
image_045.nii.gz	0.9032224273611711	0.8235237936056923	0.9032635583055093	0.8240058684007927	1.0	0.21291059684675462	1.0	1.0
image_047.nii.gz	0.9121660580434365	0.8385159010600707	0.9120040677189496	0.8386382922617309	1.0	0.19595553000031282	1.0	1.0
image_048.nii.gz	0.9091466922339405	0.8334270847981999	0.9111004372106747	0.8375590289190137	1.0	0.17798038566071572	0.9	0.8181818181818182
image_049.nii.gz	0.9066055073740488	0.8291659721064621	0.906458569415525	0.8299021208316844	1.0	0.18898279105467086	1.0	1.0
image_050.nii.gz	0.9029731108358231	0.823109369291574	0.9098719592412383	0.8359926615004714	1.0	0.1845671649358883	1.0	1.0
image_051.nii.gz	0.9137860443352634	0.841257875181735	0.9139479255993415	0.8422391698396887	1.0	0.15382812363911474	1.0	1.0
image_055.nii.gz	0.9176142681353872	0.847770107385492	0.9193302357832894	0.8513010285742317	1.0	0.17747417073238173	0.9	0.8181818181818182
image_056.nii.gz	0.9069830373292695	0.8297977692067132	0.9122567360910272	0.8390698703993162	1.0	0.20500499546486417	0.9	0.8181818181818182
image_057.nii.gz	0.9021828878109196	0.8217970714738995	0.904659493080211	0.8267905675033236	1.0	0.23632280604610512	1.0	1.0
image_058.nii.gz	0.914734635754172	0.84286725246211	0.9139121911748028	0.8422366423894531	1.0	0.20969106503473253	1.0	1.0
