id	glob_dice	glob_jacc	dice	jc	hd95	asd	Prec	Reca
image_2042954.nii.gz	0.8939591850582707	0.8082515337423313	0.9011971286715157	0.8216427552265166	1.0	0.2050285042181687	1.0	1.0
image_2288110.nii.gz	0.8898114768630696	0.8014958345532458	0.8967727484137533	0.8136046809725886	1.0	0.25004863749781564	0.9090909090909091	0.9090909090909091
image_2694938.nii.gz	0.9128519359780255	0.83967581435124	0.9115467451516482	0.8380144206962032	1.0	0.19967310136192493	1.0	1.0
image_2957899.nii.gz	0.8845993648149112	0.7930776950544962	0.8966116493334102	0.8131309774335719	1.0732050807568876	0.24207652632726742	0.9090909090909091	0.9090909090909091
image_3006363.nii.gz	0.8089648595114078	0.6792115799199261	0.8980169551424995	0.8157004007220945	1.0	0.2079985386827657	0.5	0.5
image_3020860.nii.gz	0.8502308136180035	0.7394795613660887	0.8684313045194241	0.7684502542017497	1.0	0.26292742615890974	0.7272727272727273	0.8
image_3033805.nii.gz	0.768704100367197	0.6243049299493647	0.8813795228347409	0.7894927520835647	1.5	0.3661531711897492	0.7272727272727273	0.8888888888888888
image_3054523.nii.gz	0.8726438023224412	0.7740621855986203	0.8716210779833458	0.7732734659006572	1.0753115567951084	0.3052715098348134	1.0	1.0
image_3056137.nii.gz	0.8455906998077161	0.7324877750611247	0.8547538647664419	0.7476938636017041	1.1656854249492379	0.35750531017024223	0.9090909090909091	0.9090909090909091
image_3058723.nii.gz	0.8664390007798005	0.7643514564949236	0.8970308715521542	0.8147566453406532	1.0460237291525663	0.25925947024553037	0.8181818181818182	0.8181818181818182
image_3059472.nii.gz	0.8536100628930817	0.744607079374136	0.8735607266876474	0.7765789938736796	1.0	0.33357362654862543	0.8181818181818182	0.8181818181818182
image_3060884.nii.gz	0.8376469905897023	0.7206476722718427	0.862743914114888	0.7594194671107486	1.0	0.29007051971545106	0.8181818181818182	0.8181818181818182
image_3063397.nii.gz	0.7368524719322435	0.5833463277717137	0.8231200463947419	0.6994086727989488	2.0	0.5790732399993194	0.125	0.09090909090909091
image_3117810.nii.gz	0.8946813933729821	0.8094330340671504	0.895554783035463	0.8122002863397203	1.0376557783975542	0.23816046676898733	1.0	1.0
image_3118049.nii.gz	0.8197467792092403	0.6945516138138703	0.8467168176713608	0.7349757716748139	1.0690355937288492	0.27783243311506056	0.6666666666666666	0.6666666666666666
image_3123166.nii.gz	0.8174924956965843	0.6913211905392074	0.8605304051630782	0.7556369552483406	1.082842712474619	0.3184078975229089	0.5555555555555556	0.5
image_3129025.nii.gz	0.9003989761043344	0.818841522095352	0.9182140020151203	0.8502561009160505	1.0	0.19492300054458533	0.8181818181818182	0.9
image_3142045.nii.gz	0.8019821684445152	0.6694242333632346	0.876352831109684	0.7811292043782074	1.1035533905932737	0.3264336986296875	0.4	0.4
image_3147427.nii.gz	0.8210741994152451	0.696459606709758	0.8308109328464449	0.7111920582090022	2.2507816049906215	0.6326030924983965	0.5454545454545454	0.6
image_3148540.nii.gz	0.8208493512734263	0.6961361147194417	0.8701910984266525	0.7710054296620454	1.0	0.3079702623350483	0.6666666666666666	0.6666666666666666
image_3174822.nii.gz	0.8745688020372411	0.777096639599448	0.8881846225398418	0.8008336537934696	1.1	0.26462007955373573	0.9090909090909091	0.9090909090909091
image_3186681.nii.gz	0.8804598339488519	0.7864477404633167	0.902245686266489	0.8226735814339512	1.0	0.2244363716830673	0.9	0.9
image_3187148.nii.gz	0.899702047710322	0.8176894684190555	0.897942334192364	0.815965559331101	1.0	0.22328857202895427	1.0	1.0
image_3203348.nii.gz	0.9136280243091388	0.8409900519830066	0.9118504410657073	0.8387989988033773	1.0	0.21109801655013039	0.9	0.8181818181818182
image_3214426.nii.gz	0.8904193351140862	0.8024827426184814	0.896757614044551	0.8144382921716395	1.1035533905932737	0.2372996459597569	0.7272727272727273	0.8
image_704424.nii.gz	0.8280692908848634	0.7065855382440613	0.8512702513225087	0.7424659903440699	1.0	0.32660825417052414	0.8888888888888888	0.8
