id	glob_dice	glob_jacc	dice	jc	hd95	asd	Prec	Reca
image_2042954_sag.nii.gz	0.8674507540226568	0.765927624872579	0.8821790366999447	0.7913175285246583	1.0	0.20139042465340978	0.8	0.8888888888888888
image_2288110_sag.nii.gz	0.8665125548027103	0.764465948409238	0.8799506454308059	0.7869556825873628	1.0414213562373096	0.26724152295606396	0.9090909090909091	0.9090909090909091
image_2694938_sag.nii.gz	0.8651492182727334	0.7623462328289172	0.8945354290608603	0.8102114291300471	1.0	0.2149268732230272	0.6153846153846154	0.7272727272727273
image_2957899_sag.nii.gz	0.8667238959517094	0.7647949981964651	0.8809605006155419	0.7876127762995893	1.0	0.27041398443255726	0.9090909090909091	0.9090909090909091
image_3006363_sag.nii.gz	0.8030641053483643	0.6709332629564874	0.8860435960023043	0.7959099313521326	1.0	0.20337743338812983	0.5	0.5
image_3020860_sag.nii.gz	0.855085176122986	0.7468548387096774	0.8659368753328558	0.7647614499280034	1.0	0.2680563692140235	0.6363636363636364	0.7
image_3033805_sag.nii.gz	0.7812378357337485	0.6410092622165442	0.8741593812321204	0.7775331458774042	1.0	0.23558965359463507	0.8	0.8888888888888888
image_3054523_sag.nii.gz	0.8698282224569832	0.7696424912927678	0.8698633613070434	0.7702846447803071	1.1123698161363444	0.27742978490591624	1.0	1.0
image_3056137_sag.nii.gz	0.7913480445706795	0.6547360809833694	0.8412200574966199	0.7271671980287516	1.4659258262890682	0.4031284167032911	0.4	0.36363636363636365
image_3058723_sag.nii.gz	0.8484689719408546	0.7368181588392902	0.8754813616514596	0.7800477965848348	1.1414213562373097	0.28845202558469596	0.9090909090909091	0.9090909090909091
image_3059472_sag.nii.gz	0.8495515543866747	0.7384525205158265	0.858361759060343	0.7539083041965924	1.0	0.31258122125848065	0.9090909090909091	0.9090909090909091
image_3060884_sag.nii.gz	0.8030160537213945	0.6708661851463859	0.8446434403917207	0.7316322947864327	1.051776695296637	0.2906146523686308	0.7272727272727273	0.7272727272727273
image_3063397_sag.nii.gz	0.7294095119557672	0.57407128324919	0.8176232900914538	0.6916317444757452	1.6094757082487299	0.4707526885434918	0.3	0.2727272727272727
image_3117810_sag.nii.gz	0.8832175738975933	0.7908591264101822	0.8848079635666469	0.7945462111107044	1.0376557783975542	0.24098372864663486	1.0	1.0
image_3118049_sag.nii.gz	0.6717271776150302	0.505714764538294	0.8517944504103051	0.742620278608354	1.0	0.2132847674348738	0.4	0.4444444444444444
image_3123166_sag.nii.gz	0.7784429256029539	0.6372546497569007	0.8291852625172399	0.7085091003269799	1.1380711874576983	0.2456120195986371	0.2727272727272727	0.3
image_3129025_sag.nii.gz	0.8560285268553599	0.7482953438534969	0.9025318433922238	0.8225498134358995	1.0	0.22533741877046687	0.7272727272727273	0.8
image_3142045_sag.nii.gz	0.7511108964451314	0.6014232122829408	0.8234247104996937	0.7000918950941717	1.4142135623730951	0.2749760079780139	0.5	0.5
image_3147427_sag.nii.gz	0.8004654596413959	0.6673133892435432	0.8152259013747885	0.6882689758888495	2.3495864094170424	0.6112063193500508	0.36363636363636365	0.4
image_3148540_sag.nii.gz	0.8414266740095241	0.7262610446258808	0.876228591525027	0.7809337185797958	1.0460237291525663	0.2713805169136471	0.75	0.75
image_3174822_sag.nii.gz	0.8867372473532242	0.7965210775668292	0.8873437939612984	0.7990247296928672	1.2032789070454355	0.27927820469069153	1.0	1.0
image_3186681_sag.nii.gz	0.8574224169404893	0.7504281806794653	0.8950760801552227	0.8104144617997222	1.0	0.22193120181816842	0.8181818181818182	0.9
image_3187148_sag.nii.gz	0.9035334392957575	0.8240410347903657	0.9024295548954971	0.8228048723754264	1.0	0.16889896095798945	0.8181818181818182	0.9
image_3203348_sag.nii.gz	0.9007422544099528	0.819409513395298	0.9046623910341705	0.8262510691567653	1.0	0.202520708444685	0.9	0.8181818181818182
image_3214426_sag.nii.gz	0.8740214256283477	0.776232732595371	0.8939957773219369	0.8086164549481113	1.0	0.1963787182949678	0.6363636363636364	0.7
image_704424_sag.nii.gz	0.8350662671198439	0.7168358538774946	0.8459151852120701	0.7338034554207786	1.0	0.2462097128397787	0.7	0.7
